3.349587308340949421e-01 8.081535719768626613e-01 7.068352417036567747e-02 7.810754453419826993e-01 9.386076424712135324e-01
3.861652853640351601e-01 8.033322633059998275e-01 8.797199802578389849e-02 5.626096752528297884e-01 1.080354093087992018e+00
2.917525862327792763e-01 7.818053825178862271e-01 2.973125823877633897e-02 5.479796974725296144e-01 1.026858203289415350e+00
3.653576503256197872e-01 8.078938551131908952e-01 6.705904122311902305e-02 6.019516387657469769e-01 1.021064836573320145e+00
2.125971991034092956e-01 7.875874766437249708e-01 2.419283499685541752e-02 8.091470551281958468e-01 8.981177050502143766e-01
2.575250896642644616e-01 7.895437797730701091e-01 7.518702947315784868e-02 9.565555205757076962e-01 8.983139517372243921e-01
3.148865737369310747e-01 7.979665637952676471e-01 9.621734608145220136e-02 8.720122879931474502e-01 9.562550276265381344e-01
2.816775041283648973e-01 7.960159632623367010e-01 6.323334184601812902e-03 6.657689657719915166e-01 8.883634612737123515e-01
3.319317774336068005e-01 8.108524757767731073e-01 7.075389209845572847e-02 6.449314680287732138e-01 9.840954873432514738e-01
2.579185720378160962e-01 7.939225402956646693e-01 6.191542039683732568e-02 7.214091541285692077e-01 9.933543134486346737e-01
2.078975393425371854e-01 8.062655770573431413e-01 7.794852800951636296e-02 8.461721596832134651e-01 9.393960225852590051e-01
3.288261812376240822e-01 8.125664607361738900e-01 3.908980457647335399e-02 6.717243081606154576e-01 9.375740663381894047e-01
3.105625585525231269e-01 7.975382649601193696e-01 6.774354229466904298e-02 8.664154794558994732e-01 9.077210300813587374e-01
2.630668660565912420e-01 7.817400519596755526e-01 6.503054716094386345e-02 8.428490137715058950e-01 9.243149763177744838e-01
3.257033469495045352e-01 8.137645001458149174e-01 5.286098307070761365e-02 6.662481012920660195e-01 9.704004680145826844e-01
3.755790774514693453e-01 8.258227874123418299e-01 7.540431340452377618e-02 7.681299449099578958e-01 9.253598155008376791e-01
3.246596691742486551e-01 7.972025840692658072e-01 8.872926593026689290e-02 6.078767592373085504e-01 1.087723663349296377e+00
3.496454414794501475e-01 8.169768433148816289e-01 3.080398356541691474e-02 2.182107510271352191e-01 1.066779447565626260e+00
2.310214899406575206e-01 7.874471691337967538e-01 4.405627210642978908e-02 8.147800373995652823e-01 9.232770227413961139e-01
3.206145959391455968e-01 7.998968519581945991e-01 3.903062669883342051e-02 5.839311115796478324e-01 9.578905506973151018e-01
2.121394005080819434e-01 7.816659026212749994e-01 6.430634970492692115e-02 9.973214515999734298e-01 9.026396119773956173e-01
2.864419822091253676e-01 7.925428330443972103e-01 5.960235412405534561e-02 7.255118591004305895e-01 9.630426822763725747e-01
3.407650220203972125e-01 8.045353145751952262e-01 7.411071019279336092e-02 4.683917361742435115e-01 1.052359319643625613e+00
3.263965761990063608e-01 7.977854290456061204e-01 8.077650783597752071e-02 8.174064445983562077e-01 9.509797353800877318e-01
3.174507562318760190e-01 8.012867437319727282e-01 4.526738183879348842e-02 6.682848631432267705e-01 9.433402808988782251e-01
2.632243440248904776e-01 7.927569593603228659e-01 6.184474102186569844e-02 6.503664033245403209e-01 1.030877123009970253e+00
3.478291351120688657e-01 7.970931180638886060e-01 6.410715812154196835e-02 7.209979529348363725e-01 9.581511794171148066e-01
2.927072868292331376e-01 8.039850128268076768e-01 1.033039196523329040e-01 9.133172246863331400e-01 9.559993227159157003e-01
3.299460069523876271e-01 8.001963215031002719e-01 9.565569083675579121e-02 7.624799089966218801e-01 1.007915086299920659e+00
3.229017974318965645e-01 8.114632788410798270e-01 4.534458481507344652e-02 5.918071901631597465e-01 9.412552690722739701e-01
2.692203388599042069e-01 7.874315258141684204e-01 9.157554263342213008e-02 8.027250751367034365e-01 9.693709981395753905e-01
3.022081803584053539e-01 7.896992636865745041e-01 4.833662297245672895e-02 7.819190266160729319e-01 9.195836360317288793e-01
3.480203940006472152e-01 8.083721955671797632e-01 6.710985389676446533e-02 7.138266488146091104e-01 9.562461715782377691e-01
3.146508187995474271e-01 8.262077072736797589e-01 9.535341745078571019e-02 7.580161187971603542e-01 1.024906747228834236e+00
2.984119369465051963e-01 7.912535765160924051e-01 3.260681101289065326e-02 6.649757273074242692e-01 9.535426724872723137e-01
1.582961229164132622e-01 7.921631988104553823e-01 4.223507339390487197e-02 1.089320804946787291e+00 7.684116369893008169e-01
